Pallet: "collective", Extrinsic: "set_members", Lowest values: [], Highest values: [], Steps: [50], Repeat: 20
m,n,p,extrinsic_time,storage_root_time
100,9,100,2677659,355242
100,9,100,2717914,356189
100,9,100,2685857,356700
100,9,100,2675777,355498
100,9,100,2679410,357775
100,9,100,2681546,356182
100,9,100,2678881,356667
100,9,100,2678905,355286
100,9,100,2668434,356993
100,9,100,2665564,355917
100,9,100,2682277,356958
100,9,100,2682460,357276
100,9,100,2678262,356026
100,9,100,2707744,357507
100,9,100,2676288,355981
100,9,100,2687256,356075
100,9,100,2679917,357059
100,10,100,2682965,354931
100,10,100,2678937,356580
100,10,100,2684000,355780
100,10,100,2692734,356897
100,10,100,2692484,357164
100,10,100,2699154,356367
100,10,100,2678339,354445
100,10,100,2712915,356017
100,10,100,2684396,356383
100,10,100,2691956,357192
100,10,100,2718987,359106
100,10,100,2692089,356097
100,10,100,2677245,357878
100,10,100,2673491,355315
100,10,100,2680169,357227
100,10,100,2682549,355835
100,10,100,2681581,356142
100,10,100,2675524,357077
100,10,100,2675764,355607
100,10,100,2669120,356145
100,11,100,2672996,356648
100,11,100,2672741,356973
100,11,100,2671332,360030
100,11,100,2677780,356298
100,11,100,2680087,357015
100,11,100,2674327,357027
100,11,100,2676875,356912
100,11,100,2676585,355933
100,11,100,2675078,358737
100,11,100,2675625,356215
100,11,100,2671069,356264
100,11,100,2677607,356019
100,11,100,2679292,357265
100,11,100,2685137,357060
100,11,100,2674071,357759
100,11,100,2677430,358109
100,11,100,2671484,355229
100,11,100,2688224,357327
100,11,100,2677675,357790
100,11,100,2691064,358770
100,12,100,2676591,356871
100,12,100,2684250,356630
100,12,100,2678711,356442
100,12,100,2684056,355686
100,12,100,2668069,359441
100,12,100,2681018,357240
100,12,100,2676000,357811
100,12,100,2706740,354866
100,12,100,2674192,355635
100,12,100,2680149,355943
100,12,100,2707560,357360
100,12,100,2684440,356724
100,12,100,2720384,357858
100,12,100,2675038,358138
100,12,100,2673967,355566
100,12,100,2678446,355878
100,12,100,2713839,354003
100,12,100,2667329,360420
100,12,100,2689274,359384
100,12,100,2681804,360027
100,13,100,2687294,357321
100,13,100,2681456,357439
100,13,100,2676972,359875
100,13,100,2665808,357462
100,13,100,2673035,357759
100,13,100,2670844,355566
100,13,100,2665197,355579
100,13,100,2706073,357776
100,13,100,2677637,355828
100,13,100,2691877,356346
100,13,100,2677518,357649
100,13,100,2687054,353631
100,13,100,2681572,356078
100,13,100,2685069,356145
100,13,100,2678261,356828
100,13,100,2684096,358036
100,13,100,2672198,359433
100,13,100,2676129,359776
100,13,100,2661518,388554
100,13,100,2685045,356100
100,14,100,2695637,356700
100,14,100,2677508,356227
100,14,100,2674029,357221
100,14,100,2681217,357232
100,14,100,2688775,359387
100,14,100,2676964,355929
100,14,100,2672499,355988
100,14,100,2680877,356635
100,14,100,2692920,387014
100,14,100,2721979,356703
100,14,100,2681222,358246
100,14,100,2688737,356131
100,14,100,2673774,356576
100,14,100,2683765,357529
100,14,100,2679922,357336
100,14,100,2666842,357169
100,14,100,2688456,355285
100,14,100,2666562,357855
100,14,100,2698442,356962
100,14,100,2666254,355278
100,15,100,2679641,356147
100,15,100,2677646,356933
100,15,100,2686595,355100
100,15,100,2670854,358533
100,15,100,2710230,356843
100,15,100,2678853,356184
100,15,100,2671513,355911
100,15,100,2686566,356046
100,15,100,2683268,356107
100,15,100,2681933,356368
100,15,100,2709708,354884
100,15,100,2669318,354697
100,15,100,2676356,356704
100,15,100,2678434,355738
100,15,100,2678944,356287
100,15,100,2681957,356320
100,15,100,2690318,356072
100,15,100,2683428,355896
100,15,100,2707402,356453
100,15,100,2669425,356693
100,16,100,2680480,357602
100,16,100,2676155,355272
100,16,100,2682761,358210
100,16,100,2686105,357658
100,16,100,2719720,356697
100,16,100,2678976,356353
100,16,100,2680289,355800
100,16,100,2673830,356283
100,16,100,2680378,355221
100,16,100,2674480,358007
100,16,100,2671094,357609
100,16,100,2705044,354516
100,16,100,2677242,354909
100,16,100,2702901,357344
100,16,100,2722444,359385
100,16,100,2687322,356412
100,16,100,2677147,358290
100,16,100,2681630,357727
100,16,100,2680427,356606
100,16,100,2690787,359291
100,17,100,2711976,356974
100,17,100,2690078,357345
100,17,100,2682740,356389
100,17,100,2675774,359525
100,17,100,2691787,359546
100,17,100,2661463,358004
100,17,100,2674226,358810
100,17,100,2678628,357442
100,17,100,2673691,357172
100,17,100,2726942,358771
100,17,100,2686918,357114
100,17,100,2689297,357566
100,17,100,2692215,355609
100,17,100,2669297,357012
100,17,100,2675259,359012
100,17,100,2670657,357549
100,17,100,2681129,358674
100,17,100,2673234,357120
100,17,100,2677755,359218
100,17,100,2679531,358714
100,18,100,2684517,357031
100,18,100,2680913,355806
100,18,100,2680700,357595
100,18,100,2676891,358397
100,18,100,2710667,354434
100,18,100,2677561,355524
100,18,100,2689970,358590
100,18,100,2679696,356328
100,18,100,2671611,357222
100,18,100,2707267,356948
100,18,100,2716576,355397
100,18,100,2668766,354932
100,18,100,2672853,356841
100,18,100,2669823,355847
100,18,100,2682727,357163
100,18,100,2673430,356869
100,18,100,2674207,359460
100,18,100,2675728,356658
100,18,100,2686141,358037
100,18,100,2680224,358158
100,19,100,2692661,355327
100,19,100,2669674,356690
100,19,100,2681632,358381
100,19,100,2678939,357322
100,19,100,2676310,356494
100,19,100,2679320,358252
100,19,100,2679618,357546
100,19,100,2704789,358170
100,19,100,2680508,357397
100,19,100,2694635,357508
100,19,100,2684592,356779
100,19,100,2680035,356946
100,19,100,2680028,360145
100,19,100,2720431,358184
100,19,100,2678835,355575
100,19,100,2685656,356374
100,19,100,2677456,358207
100,19,100,2685988,358949
100,19,100,2672327,355832
100,19,100,2685581,358180
100,20,100,2681891,357763
100,20,100,2706434,358249
100,20,100,2684867,357287
100,20,100,2682890,357216
100,20,100,2683128,356227
100,20,100,2685273,358235
100,20,100,2676265,358776
100,20,100,2693451,356407
100,20,100,2684759,357438
100,20,100,2703577,355735
100,20,100,2686686,357068
100,20,100,2679477,358550
100,20,100,2689364,358526
100,20,100,2705266,356155
100,20,100,2686197,357265
100,20,100,2667839,356703
100,20,100,2688457,358600
100,20,100,2695244,356617
100,20,100,2671667,356395
100,20,100,2685800,358632
100,21,100,2685782,356866
100,21,100,2682332,356596
100,21,100,2701457,355835
100,21,100,2668972,356913
100,21,100,2683614,357930
100,21,100,2685910,356165
100,21,100,2678635,357707
100,21,100,2673100,358128
100,21,100,2685746,356758
100,21,100,2699689,354693
100,21,100,2676912,355540
100,21,100,2719311,356801
100,21,100,2685168,357586
100,21,100,2669005,355088
100,21,100,2681395,357258
100,21,100,2682375,355519
100,21,100,2673805,358062
100,21,100,2681717,357111
100,21,100,2706493,358456
100,21,100,2683553,355132
100,22,100,2678258,355102
100,22,100,2673727,356073
100,22,100,2707204,355758
100,22,100,2676079,356805
100,22,100,2673159,356923
100,22,100,2679110,357297
100,22,100,2680543,355309
100,22,100,2715901,355057
100,22,100,2681781,359270
100,22,100,2686544,355663
100,22,100,2684144,356452
100,22,100,2685211,358138
100,22,100,2690215,354421
100,22,100,2673306,356779
100,22,100,2702979,357111
100,22,100,2675957,357394
100,22,100,2713223,356583
100,22,100,2679214,357890
100,22,100,2688630,354999
100,22,100,2674777,357350
100,23,100,2679540,357951
100,23,100,2673970,357363
100,23,100,2703568,355949
100,23,100,2686818,357702
100,23,100,2678723,354940
100,23,100,2693278,354556
100,23,100,2681512,359260
100,23,100,2679645,358871
100,23,100,2672459,359748
100,23,100,2679151,359522
100,23,100,2670722,357890
100,23,100,2678977,359202
100,23,100,2686040,358836
100,23,100,2680715,355775
100,23,100,2678573,357199
100,23,100,2669625,355573
100,23,100,2687652,355731
100,23,100,2694500,356775
100,23,100,2674731,355998
100,23,100,2713603,357913
100,24,100,2687968,358032
100,24,100,2687987,357470
100,24,100,2684646,356907
100,24,100,2677253,356555
100,24,100,2679250,356780
100,24,100,2697282,357013
100,24,100,2678360,357540
100,24,100,2683531,357413
100,24,100,2682060,358242
100,24,100,2766796,357319
100,24,100,2686361,357997
100,24,100,2678525,356410
100,24,100,2671017,357271
100,24,100,2682902,357652
100,24,100,2667550,358804
100,24,100,2683992,355250
100,24,100,2672479,356324
100,24,100,2678736,357892
100,24,100,2679002,356782
100,24,100,2676585,354839
100,25,100,2672207,355265
100,25,100,2680710,354803
100,25,100,2666531,357024
100,25,100,2681270,357236
100,25,100,2677652,357339
100,25,100,2680570,356215
100,25,100,2687987,356824
100,25,100,2685429,356514
100,25,100,2679319,355607
100,25,100,2681521,357624
100,25,100,2687650,358176
100,25,100,2679829,357134
100,25,100,2720451,356158
100,25,100,2679100,357171
100,25,100,2680286,355156
100,25,100,2705795,356472
100,25,100,2691002,358951
100,25,100,2664886,356237
100,25,100,2685554,356806
100,25,100,2675397,359023
100,26,100,2705077,355812
100,26,100,2677003,356566
100,26,100,2674275,355371
100,26,100,2684624,356726
100,26,100,2679407,357927
100,26,100,2676123,357483
100,26,100,2687341,357439
100,26,100,2682037,359088
100,26,100,2680746,357859
100,26,100,2665086,357095
100,26,100,2661917,359494
100,26,100,2665504,356576
100,26,100,2666135,359014
100,26,100,2675064,358036
100,26,100,2683046,356834
100,26,100,2675435,357587
100,26,100,2681318,356979
100,26,100,2681249,356674
100,26,100,2683837,355076
100,26,100,2670122,356571
100,27,100,2703520,357244
100,27,100,2676273,356633
100,27,100,2684605,356077
100,27,100,2686795,355986
100,27,100,2680617,360219
100,27,100,2678567,357647
100,27,100,2679791,356278
100,27,100,2681860,358036
100,27,100,2713626,355280
100,27,100,2684846,355993
100,27,100,2689029,357982
100,27,100,2678092,355490
100,27,100,2675183,358293
100,27,100,2682383,357887
100,27,100,2678020,358989
100,27,100,2674864,358843
100,27,100,2663529,356962
100,27,100,2687619,357356
100,27,100,2679611,357465
100,27,100,2668703,357254
100,28,100,2715737,356032
100,28,100,2682084,357416
100,28,100,2673629,357632
100,28,100,2677336,355703
100,28,100,2716914,357973
100,28,100,2676178,356048
100,28,100,2680390,355854
100,28,100,2685746,357180
100,28,100,2677245,357340
100,28,100,2676707,357418
100,28,100,2674794,357823
100,28,100,2679556,356872
100,28,100,2686123,356958
100,28,100,2683313,357972
100,28,100,2670161,355420
100,28,100,2696220,358098
100,28,100,2675781,356384
100,28,100,2712670,355789
100,28,100,2682018,355855
100,28,100,2699427,357502
100,29,100,2682962,356109
100,29,100,2707651,357250
100,29,100,2660313,357315
100,29,100,2680602,356494
100,29,100,2693563,358569
100,29,100,2662171,355916
100,29,100,2715763,356537
100,29,100,2671600,355131
100,29,100,2677523,356472
100,29,100,2683510,356583
100,29,100,2677243,357914
100,29,100,2667907,357791
100,29,100,2683273,359371
100,29,100,2676897,358061
100,29,100,2687462,355640
100,29,100,2684404,357406
100,29,100,2680368,357609
100,29,100,2672996,355886
100,29,100,2702851,355651
100,29,100,2681881,355689
100,30,100,2681311,357059
100,30,100,2683713,357457
100,30,100,2693920,355780
100,30,100,2674318,358327
100,30,100,2710617,358078
100,30,100,2687781,356512
100,30,100,2679239,356773
100,30,100,2678021,356165
100,30,100,2680708,356742
100,30,100,2683281,357871
100,30,100,2678864,358496
100,30,100,2710090,357555
100,30,100,2687556,356566
100,30,100,2672629,358696
100,30,100,2685098,358795
100,30,100,2685534,359506
100,30,100,2686660,358489
100,30,100,2686825,357474
100,30,100,2686950,356870
100,30,100,2686898,357260
100,31,100,2674217,358489
100,31,100,2697394,358354
100,31,100,2683176,358146
100,31,100,2686028,357904
100,31,100,2672871,358715
100,31,100,2682516,356190
100,31,100,2678172,358286
100,31,100,2681375,358225
100,31,100,2688411,357049
100,31,100,2688449,358686
100,31,100,2688234,358271
100,31,100,2718822,358093
100,31,100,2664781,359777
100,31,100,2677049,357730
100,31,100,2685416,358325
100,31,100,2685981,358677
100,31,100,2687137,358680
100,31,100,2714326,355440
100,31,100,2684861,357061
100,31,100,2689953,358131
100,32,100,2688409,358061
100,32,100,2679920,358042
100,32,100,2674939,357310
100,32,100,2679953,356326
100,32,100,2686867,356781
100,32,100,2678071,358709
100,32,100,2685871,356510
100,32,100,2688898,357115
100,32,100,2679050,358071
100,32,100,2684609,359603
100,32,100,2681578,357223
100,32,100,2707969,358662
100,32,100,2677689,357854
100,32,100,2711961,356247
100,32,100,2689668,357124
100,32,100,2673753,358513
100,32,100,2693456,360188
100,32,100,2681901,357235
100,32,100,2691877,357791
100,32,100,2680364,359089
100,33,100,2702732,362201
100,33,100,2677465,356182
100,33,100,2683129,359709
100,33,100,2678641,360809
100,33,100,2678654,358947
100,33,100,2681913,359049
100,33,100,2680268,357410
100,33,100,2683345,359962
100,33,100,2691105,360853
100,33,100,2680561,358842
100,33,100,2668420,357383
100,33,100,2689109,357055
100,33,100,2672130,359194
100,33,100,2685575,357224
100,33,100,2689493,359906
100,33,100,2689642,357220
100,33,100,2689310,358027
100,33,100,2689164,356621
100,33,100,2680210,358865
100,33,100,2678599,359229
100,34,100,2684662,357527
100,34,100,2678829,357038
100,34,100,2680804,357982
100,34,100,2676429,358857
100,34,100,2677364,360288
100,34,100,2681097,357634
100,34,100,2681639,356212
100,34,100,2685220,356117
100,34,100,2735761,358235
100,34,100,2675903,357372
100,34,100,2684438,356946
100,34,100,2676604,357960
100,34,100,2684851,357185
100,34,100,2671528,358078
100,34,100,2690866,358250
100,34,100,2687796,358157
100,34,100,2675993,360745
100,34,100,2679175,358384
100,34,100,2705894,357295
100,34,100,2682247,360078
100,35,100,2693225,356779
100,35,100,2673702,388035
100,35,100,2683959,360356
100,35,100,2676958,359515
100,35,100,2675362,358609
100,35,100,2677923,360693
100,35,100,2683963,361294
100,35,100,2681229,357954
100,35,100,2684619,357607
100,35,100,2675469,357682
100,35,100,2693341,357278
100,35,100,2680343,358859
100,35,100,2689046,356072
100,35,100,2675682,358786
100,35,100,2681408,357264
100,35,100,2685973,359668
100,35,100,2691373,358529
100,35,100,2679128,359487
100,35,100,2681704,359738
100,35,100,2675352,359534
100,36,100,2689896,358795
100,36,100,2681280,358242
100,36,100,2669226,357653
100,36,100,2692682,358006
100,36,100,2687398,359953
100,36,100,2683255,358235
100,36,100,2694622,357794
100,36,100,2681952,358185
100,36,100,2681064,357846
100,36,100,2674960,358159
100,36,100,2678068,359849
100,36,100,2682064,359735
100,36,100,2678647,358804
100,36,100,2683749,359101
100,36,100,2698731,359330
100,36,100,2683478,357675
100,36,100,2694961,360669
100,36,100,2677552,357993
100,36,100,2686975,360630
100,36,100,2684987,358537
100,37,100,2689623,358680
100,37,100,2679753,358667
100,37,100,2683627,357623
100,37,100,2682107,361275
100,37,100,2688133,359245
100,37,100,2672238,361299
100,37,100,2706755,358730
100,37,100,2670964,360213
100,37,100,2680739,358386
100,37,100,2691851,358125
100,37,100,2669878,357443
100,37,100,2690132,359209
100,37,100,2673074,357937
100,37,100,2680505,358183
100,37,100,2686155,360230
100,37,100,2664464,360501
100,37,100,2677133,360069
100,37,100,2682051,363646
100,37,100,2673588,388045
100,37,100,2677257,357862
100,38,100,2682943,358338
100,38,100,2681620,360860
100,38,100,2684117,358335
100,38,100,2679465,359184
100,38,100,2680495,360502
100,38,100,2681370,357724
100,38,100,2684604,358823
100,38,100,2685225,357074
100,38,100,2675137,357656
100,38,100,2681279,359029
100,38,100,2680696,362253
100,38,100,2681715,360876
100,38,100,2686426,361784
100,38,100,2689846,386832
100,38,100,2683466,358946
100,38,100,2681303,359957
100,38,100,2684187,359219
100,38,100,2689815,356152
100,38,100,2686351,356630
100,38,100,2699778,357770
100,39,100,2690032,358804
100,39,100,2684783,358300
100,39,100,2714576,358914
100,39,100,2681362,360081
100,39,100,2672902,359445
100,39,100,2713519,359005
100,39,100,2684965,358392
100,39,100,2680861,358418
100,39,100,2675748,359730
100,39,100,2693809,361084
100,39,100,2672846,360778
100,39,100,2682330,361504
100,39,100,2676883,358554
100,39,100,2681058,358780
100,39,100,2678590,358085
100,39,100,2676271,359067
100,39,100,2691363,358709
100,39,100,2675651,358980
100,39,100,2688923,357576
100,39,100,2678868,358154
100,40,100,2672338,358506
100,40,100,2673697,358228
100,40,100,2690106,358865
100,40,100,2689634,357134
100,40,100,2684535,359760
100,40,100,2682724,361054
100,40,100,2684096,361747
100,40,100,2679409,358509
100,40,100,2677724,357870
100,40,100,2691300,360596
100,40,100,2688842,389771
100,40,100,2693540,358875
100,40,100,2689214,359420
100,40,100,2673557,356989
100,40,100,2688898,361021
100,40,100,2673815,358205
100,40,100,2679549,361895
100,40,100,2685713,358157
100,40,100,2671342,358943
100,40,100,2699185,359206
100,41,100,2687188,359329
100,41,100,2683168,360039
100,41,100,2681222,359917
100,41,100,2709616,362071
100,41,100,2690616,357728
100,41,100,2692589,357001
100,41,100,2671959,357480
100,41,100,2685634,356930
100,41,100,2688926,358512
100,41,100,2680671,361035
100,41,100,2682521,359312
100,41,100,2680517,358124
100,41,100,2683390,359522
100,41,100,2690116,359681
100,41,100,2689147,359519
100,41,100,2689669,361018
100,41,100,2686995,358288
100,41,100,2683627,359629
100,41,100,2683079,359079
100,41,100,2697961,357933
100,42,100,2706893,359496
100,42,100,2678958,361166
100,42,100,2683499,359970
100,42,100,2673017,361404
100,42,100,2679673,358276
100,42,100,2675777,359915
100,42,100,2707382,360674
100,42,100,2674935,360566
100,42,100,2682105,358197
100,42,100,2675444,359634
100,42,100,2695219,360252
100,42,100,2689122,357996
100,42,100,2678278,357838
100,42,100,2682690,358191
100,42,100,2686328,358354
100,42,100,2690965,358450
100,42,100,2680485,358399
100,42,100,2682832,357270
100,42,100,2684478,357528
100,42,100,2677775,358112
100,43,100,2685772,358530
100,43,100,2684498,358092
100,43,100,2681543,360313
100,43,100,2683314,359005
100,43,100,2718819,359842
100,43,100,2685411,357904
100,43,100,2693467,359217
100,43,100,2692660,358561
100,43,100,2683192,358457
100,43,100,2693345,359714
100,43,100,2747278,359555
100,43,100,2683253,359851
100,43,100,2678741,357334
100,43,100,2679239,358807
100,43,100,2683955,359755
100,43,100,2683348,359127
100,43,100,2682523,357639
100,43,100,2679823,357829
100,43,100,2683415,359214
100,43,100,2681218,360413
100,44,100,2685940,360375
100,44,100,2688276,359075
100,44,100,2685524,358918
100,44,100,2695786,359423
100,44,100,2684350,361740
100,44,100,2680346,359991
100,44,100,2686623,360542
100,44,100,2684848,360595
100,44,100,2684737,358752
100,44,100,2677642,359473
100,44,100,2681472,361024
100,44,100,2682054,358767
100,44,100,2683472,361878
100,44,100,2676936,360320
100,44,100,2682076,357979
100,44,100,2707671,357723
100,44,100,2717976,361023
100,44,100,2672599,359755
100,44,100,2709647,358332
100,44,100,2681542,362772
100,45,100,2685087,358999
100,45,100,2673117,359263
100,45,100,2675695,358491
100,45,100,2678520,358414
100,45,100,2692723,358430
100,45,100,2676287,358060
100,45,100,2695487,358531
100,45,100,2693774,360140
100,45,100,2683972,359190
100,45,100,2683966,360787
100,45,100,2680808,358911
100,45,100,2686613,357539
100,45,100,2684080,358576
100,45,100,2698027,360395
100,45,100,2688800,360941
100,45,100,2670958,360121
100,45,100,2683308,360088
100,45,100,2690838,360637
100,45,100,2688969,359672
100,45,100,2703484,358987
100,46,100,2681123,358975
100,46,100,2689514,359368
100,46,100,2687423,357659
100,46,100,2685893,363791
100,46,100,2683376,360679
100,46,100,2682776,361478
100,46,100,2679275,357297
100,46,100,2685383,361072
100,46,100,2677084,359301
100,46,100,2673930,358789
100,46,100,2669481,358504
100,46,100,2693904,358365
100,46,100,2676150,357726
100,46,100,2673891,360338
100,46,100,2687515,357469
100,46,100,2693668,362392
100,46,100,2683044,360575
100,46,100,2712867,359292
100,46,100,2701552,359949
100,46,100,2695458,358477
100,47,100,2683846,360373
100,47,100,2718902,358979
100,47,100,2692301,358915
100,47,100,2676617,357083
100,47,100,2682805,361251
100,47,100,2680522,359976
100,47,100,2715367,359309
100,47,100,2678106,359293
100,47,100,2695500,359949
100,47,100,2687645,358859
100,47,100,2678092,363835
100,47,100,2690756,359246
100,47,100,2681374,359034
100,47,100,2679434,358916
100,47,100,2675534,358612
100,47,100,2686562,360221
100,47,100,2693512,359024
100,47,100,2685978,359077
100,47,100,2672468,359017
100,47,100,2691452,359504
100,48,100,2695864,363098
100,48,100,2684682,356681
100,48,100,2703183,358352
100,48,100,2682339,357737
100,48,100,2681467,359123
100,48,100,2675941,358108
100,48,100,2706316,359625
100,48,100,2680425,360114
100,48,100,2683790,358249
100,48,100,2687101,359680
100,48,100,2678029,360809
100,48,100,2685330,359168
100,48,100,2701397,359691
100,48,100,2688760,358394
100,48,100,2688184,358268
100,48,100,2681560,357297
100,48,100,2674133,357935
100,48,100,2683412,357892
100,48,100,2690328,358516
100,48,100,2686434,359006
100,49,100,2677358,360427
100,49,100,2681751,359208
100,49,100,2686735,358304
100,49,100,2683349,358931
100,49,100,2689463,357990
100,49,100,2683730,362118
100,49,100,2681543,359691
100,49,100,2669901,358989
100,49,100,2688981,357390
100,49,100,2663964,358269
100,49,100,2686289,357747
100,49,100,2681916,358564
100,49,100,2691215,358917
100,49,100,2687148,360254
100,49,100,2686772,361416
100,49,100,2670605,388825
100,49,100,2683653,360789
100,49,100,2690414,358581
100,49,100,2680660,363105
100,49,100,2689528,362085
100,50,100,2735856,361726
100,50,100,2687036,358273
100,50,100,2673536,360122
100,50,100,2672707,358260
100,50,100,2685909,361335
100,50,100,2680121,356241
100,50,100,2712613,359792
100,50,100,2688861,358457
100,50,100,2672398,358523
100,50,100,2689226,359571
100,50,100,2685153,359954
100,50,100,2687775,359523
100,50,100,2691372,358994
100,50,100,2688878,356745
100,50,100,2694148,358331
100,50,100,2683002,358804
100,50,100,2689390,359875
100,50,100,2726559,358969
100,50,100,2692944,357217
100,50,100,2678070,361204
100,51,100,2684453,359820
100,51,100,2683718,359118
100,51,100,2685342,357320
100,51,100,2697359,361270
100,51,100,2684920,357881
100,51,100,2683667,361292
100,51,100,2682534,358383
100,51,100,2684144,357817
100,51,100,2708509,358211
100,51,100,2677221,360517
100,51,100,2686581,358500
100,51,100,2685896,360305
100,51,100,2691508,358756
100,51,100,2676651,358195
100,51,100,2697803,357340
100,51,100,2680181,358610
100,51,100,2688633,358814
100,51,100,2681531,358934
100,51,100,2679562,358311
100,51,100,2686581,360747
100,52,100,2684357,388673
100,52,100,2678952,358842
100,52,100,2710127,358397
100,52,100,2694164,360084
100,52,100,2692172,360703
100,52,100,2674740,357123
100,52,100,2682704,357908
100,52,100,2687596,358878
100,52,100,2676478,361298
100,52,100,2719191,360882
100,52,100,2709908,360204
100,52,100,2697276,358667
100,52,100,2666428,358842
100,52,100,2683731,360049
100,52,100,2692403,358282
100,52,100,2689224,359022
100,52,100,2680731,359065
100,52,100,2684814,360033
100,52,100,2690883,359563
100,52,100,2716289,358837
100,53,100,2689719,359341
100,53,100,2694774,362527
100,53,100,2680733,359676
100,53,100,2674192,358149
100,53,100,2672048,359262
100,53,100,2680543,358480
100,53,100,2684551,358826
100,53,100,2678813,359598
100,53,100,2691084,356966
100,53,100,2688472,362218
100,53,100,2687738,359152
100,53,100,2682685,363553
100,53,100,2685921,356707
100,53,100,2695623,358310
100,53,100,2682422,359086
100,53,100,2687009,360424
100,53,100,2685224,359144
100,53,100,2687017,361314
100,53,100,2675158,359517
100,53,100,2687818,360343
100,54,100,2680123,359426
100,54,100,2683050,359625
100,54,100,2686014,360600
100,54,100,2676759,360480
100,54,100,2679407,360330
100,54,100,2684635,363451
100,54,100,2689971,359313
100,54,100,2671658,360067
100,54,100,2663294,358399
100,54,100,2692486,359039
100,54,100,2717204,358585
100,54,100,2689614,357764
100,54,100,2673144,357838
100,54,100,2684189,359669
100,54,100,2674246,360577
100,54,100,2674391,357415
100,54,100,2680868,358370
100,54,100,2673384,359883
100,54,100,2685717,359714
100,54,100,2671943,358850
100,55,100,2690571,359140
100,55,100,2686575,359863
100,55,100,2689587,359464
100,55,100,2694537,359114
100,55,100,2673767,360263
100,55,100,2670855,357733
100,55,100,2685502,358460
100,55,100,2701877,362883
100,55,100,2685105,358673
100,55,100,2690363,360025
100,55,100,2685398,357795
100,55,100,2693436,358162
100,55,100,2708362,358697
100,55,100,2689891,358610
100,55,100,2688559,359170
100,55,100,2693734,359988
100,55,100,2676588,359241
100,55,100,2678494,360580
100,55,100,2695866,359991
100,55,100,2681426,359444
100,56,100,2690295,359790
100,56,100,2692181,360206
100,56,100,2681576,360837
100,56,100,2687750,358684
100,56,100,2679401,357539
100,56,100,2670374,386590
100,56,100,2680100,358712
100,56,100,2696500,361342
100,56,100,2679610,360124
100,56,100,2679333,358767
100,56,100,2690130,358889
100,56,100,2719395,359717
100,56,100,2718865,359790
100,56,100,2690240,359807
100,56,100,2686426,358882
100,56,100,2674559,359418
100,56,100,2674023,359385
100,56,100,2692159,359403
100,56,100,2697110,361383
100,56,100,2713802,360267
100,57,100,2687450,358775
100,57,100,2687719,359179
100,57,100,2679956,359684
100,57,100,2682841,359683
100,57,100,2681764,359497
100,57,100,2683405,359039
100,57,100,2681503,363012
100,57,100,2682564,390619
100,57,100,2699195,359589
100,57,100,2683791,358527
100,57,100,2691532,359355
100,57,100,2687467,360480
100,57,100,2677382,358328
100,57,100,2680990,360336
100,57,100,2687608,356703
100,57,100,2684988,359147
100,57,100,2693838,359692
100,57,100,2679233,360857
100,57,100,2668477,358356
100,57,100,2683457,360572
100,58,100,2684429,358306
100,58,100,2684048,358271
100,58,100,2688894,360395
100,58,100,2716617,358567
100,58,100,2698917,361003
100,58,100,2686185,358435
100,58,100,2687505,358463
100,58,100,2685587,358574
100,58,100,2693556,390295
100,58,100,2686256,359378
100,58,100,2688299,357806
100,58,100,2685801,359514
100,58,100,2685358,361408
100,58,100,2695059,359905
100,58,100,2775938,358625
100,58,100,2678644,359513
100,58,100,2690364,357763
100,58,100,2696016,360092
100,58,100,2680213,358629
100,58,100,2681865,358521
100,59,100,2681826,361056
100,59,100,2684657,359232
100,59,100,2681786,358880
100,59,100,2680315,361039
100,59,100,2691162,357493
100,59,100,2693545,360297
100,59,100,2692382,359500
100,59,100,2678885,360343
100,59,100,2678529,360977
100,59,100,2685568,357928
100,59,100,2687988,359472
100,59,100,2693498,359565
100,59,100,2677175,357529
100,59,100,2683702,362172
100,59,100,2680736,388700
100,59,100,2685907,362214
100,59,100,2681733,360293
100,59,100,2675853,362280
100,59,100,2694069,360108
100,59,100,2682405,358997
100,60,100,2683452,358326
100,60,100,2685591,356943
100,60,100,2705752,357376
100,60,100,2684983,359571
100,60,100,2692812,361439
100,60,100,2699415,357436
100,60,100,2676138,358140
100,60,100,2778361,361148
100,60,100,2693038,360946
100,60,100,2677916,359576
100,60,100,2688338,360514
100,60,100,2683037,359472
100,60,100,2695232,359046
100,60,100,2696349,359793
100,60,100,2687434,358920
100,60,100,2680117,359884
100,60,100,2687341,360224
100,60,100,2692005,357928
100,60,100,2723780,359542
100,60,100,2693052,360873
100,61,100,2678232,360416
100,61,100,2689229,359212
100,61,100,2692490,358805
100,61,100,2687162,361236
100,61,100,2685772,360304
100,61,100,2713759,359315
100,61,100,2696520,360797
100,61,100,2683399,357432
100,61,100,2693430,363721
100,61,100,2691247,364170
100,61,100,2681968,362591
100,61,100,2690844,358065
100,61,100,2682507,358490
100,61,100,2687164,360264
100,61,100,2683552,364277
100,61,100,2696432,361388
100,61,100,2689996,359638
100,61,100,2677100,358980
100,61,100,2683682,359976
100,61,100,2681625,361944
100,62,100,2694292,358311
100,62,100,2701406,362272
100,62,100,2686902,359667
100,62,100,2674406,359714
100,62,100,2683482,361411
100,62,100,2679533,364228
100,62,100,2701394,360385
100,62,100,2686443,360266
100,62,100,2682915,356507
100,62,100,2687644,359286
100,62,100,2689731,359636
100,62,100,2682236,359113
100,62,100,2698683,360027
100,62,100,2696822,360519
